Date,Open,High,Low,Close
2025-01-01 05:00:00+00:00,1.0351966619491577,1.0351966619491577,1.0351966619491577,1.0351966619491577
2025-01-01 18:00:00+00:00,1.0355182886123657,1.036591649055481,1.0355182886123657,1.035947322845459
2025-01-01 19:00:00+00:00,1.035947322845459,1.0362694263458252,1.035947322845459,1.03616201877594
2025-01-01 20:00:00+00:00,1.03616201877594,1.0362694263458252,1.035947322845459,1.03616201877594
2025-01-01 21:00:00+00:00,1.03616201877594,1.03616201877594,1.0356254577636719,1.0358400344848633
2025-01-01 22:00:00+00:00,1.0358400344848633,1.03616201877594,1.0347682237625122,1.03616201877594
2025-01-01 23:00:00+00:00,1.03616201877594,1.03616201877594,1.034982442855835,1.0354111194610596
2025-01-02 00:00:00+00:00,1.0354111194610596,1.0358400344848633,1.0350896120071411,1.0355182886123657
2025-01-02 01:00:00+00:00,1.0351966619491577,1.0362694263458252,1.034982442855835,1.0360547304153442
2025-01-02 02:00:00+00:00,1.0360547304153442,1.0373444557189941,1.0360547304153442,1.0373444557189941
2025-01-02 03:00:00+00:00,1.0373444557189941,1.0376672744750977,1.0371291637420654,1.037451982498169
2025-01-02 04:00:00+00:00,1.037451982498169,1.0377750396728516,1.0370217561721802,1.0372368097305298
2025-01-02 05:00:00+00:00,1.0372368097305298,1.0373444557189941,1.0364842414855957,1.0366991758346558
2025-01-02 06:00:00+00:00,1.0364842414855957,1.0366991758346558,1.0363768339157104,1.0366991758346558
2025-01-02 07:00:00+00:00,1.0366991758346558,1.037451982498169,1.036591649055481,1.036591649055481
2025-01-02 08:00:00+00:00,1.036806583404541,1.0372368097305298,1.034982442855835,1.036591649055481
2025-01-02 09:00:00+00:00,1.0366991758346558,1.0373444557189941,1.0353038311004639,1.0354111194610596
2025-01-02 10:00:00+00:00,1.0355182886123657,1.035947322845459,1.0318852663040161,1.0318852663040161
2025-01-02 11:00:00+00:00,1.031991720199585,1.0335917472839355,1.0318852663040161,1.0333781242370605
2025-01-02 12:00:00+00:00,1.0335917472839355,1.033698558807373,1.0318852663040161,1.031991720199585
2025-01-02 13:00:00+00:00,1.0318852663040161,1.033164620399475,1.0314594507217407,1.0317788124084473
2025-01-02 14:00:00+00:00,1.0315659046173096,1.0325244665145874,1.0305029153823853,1.0306090116500854
2025-01-02 15:00:00+00:00,1.0307153463363647,1.0311404466629028,1.0277491807937622,1.0277491807937622
2025-01-02 16:00:00+00:00,1.0278549194335938,1.0278549194335938,1.0237510204315186,1.0264832973480225
2025-01-02 17:00:00+00:00,1.0263779163360596,1.027010440826416,1.0256409645080566,1.0267994403839111
2025-01-02 18:00:00+00:00,1.0267994403839111,1.0269049406051636,1.0258514881134033,1.0258514881134033
2025-01-02 19:00:00+00:00,1.0259567499160767,1.0261672735214233,1.0251153707504272,1.0253255367279053
2025-01-02 20:00:00+00:00,1.025430679321289,1.0266940593719482,1.025430679321289,1.0265886783599854
2025-01-02 21:00:00+00:00,1.0265886783599854,1.027010440826416,1.0264832973480225,1.027010440826416
2025-01-02 22:00:00+00:00,1.0265886783599854,1.0271159410476685,1.0263779163360596,1.0267994403839111
2025-01-02 23:00:00+00:00,1.0269049406051636,1.0272213220596313,1.0267994403839111,1.027010440826416
2025-01-03 00:00:00+00:00,1.027010440826416,1.0275379419326782,1.0269049406051636,1.0275379419326782
2025-01-03 01:00:00+00:00,1.0274324417114258,1.0275379419326782,1.0269049406051636,1.027010440826416
2025-01-03 02:00:00+00:00,1.027010440826416,1.0277491807937622,1.027010440826416,1.0275379419326782
2025-01-03 03:00:00+00:00,1.0275379419326782,1.0276435613632202,1.0271159410476685,1.0273269414901733
2025-01-03 04:00:00+00:00,1.0273269414901733,1.0273269414901733,1.027010440826416,1.0272213220596313
2025-01-03 05:00:00+00:00,1.0272213220596313,1.0276435613632202,1.0267994403839111,1.0274324417114258
2025-01-03 06:00:00+00:00,1.0274324417114258,1.0281718969345093,1.0274324417114258,1.0281718969345093
2025-01-03 07:00:00+00:00,1.0280661582946777,1.0287007093429565,1.0272213220596313,1.0283833742141724
2025-01-03 08:00:00+00:00,1.0287007093429565,1.0290182828903198,1.0275379419326782,1.0283833742141724
2025-01-03 09:00:00+00:00,1.0283833742141724,1.0302904844284058,1.0282776355743408,1.0293360948562622
2025-01-03 10:00:00+00:00,1.0294420719146729,1.0295480489730835,1.0281718969345093,1.0283833742141724
2025-01-03 11:00:00+00:00,1.0283833742141724,1.0305029153823853,1.0283833742141724,1.0300782918930054
2025-01-03 12:00:00+00:00,1.0300782918930054,1.0303966999053955,1.0297601222991943,1.029866099357605
2025-01-03 13:00:00+00:00,1.0299721956253052,1.0301843881607056,1.0295480489730835,1.0295480489730835
2025-01-03 14:00:00+00:00,1.0293360948562622,1.0305029153823853,1.0291242599487305,1.0305029153823853
2025-01-03 15:00:00+00:00,1.0295480489730835,1.0308215618133545,1.0276435613632202,1.0290182828903198
2025-01-03 16:00:00+00:00,1.0291242599487305,1.0301843881607056,1.0287007093429565,1.0291242599487305
2025-01-03 17:00:00+00:00,1.0294420719146729,1.0308215618133545,1.0294420719146729,1.0300782918930054
2025-01-03 18:00:00+00:00,1.0301843881607056,1.0303966999053955,1.0295480489730835,1.0299721956253052
2025-01-03 19:00:00+00:00,1.029866099357605,1.0309277772903442,1.0296540260314941,1.0305029153823853
2025-01-03 20:00:00+00:00,1.0302904844284058,1.0310341119766235,1.0301843881607056,1.0308215618133545
2025-01-03 21:00:00+00:00,1.0307153463363647,1.0312467813491821,1.0307153463363647,1.0311404466629028
2025-01-03 22:00:00+00:00,1.0312467813491821,1.0312467813491821,1.0312467813491821,1.0312467813491821
2025-01-06 00:00:00+00:00,1.0307153463363647,1.0307153463363647,1.029866099357605,1.0306090116500854
2025-01-06 01:00:00+00:00,1.0306090116500854,1.0315659046173096,1.0303966999053955,1.0315659046173096
2025-01-06 02:00:00+00:00,1.0314594507217407,1.031991720199585,1.0313531160354614,1.031991720199585
2025-01-06 03:00:00+00:00,1.0318852663040161,1.0320981740951538,1.0315659046173096,1.0318852663040161
2025-01-06 04:00:00+00:00,1.0318852663040161,1.031991720199585,1.0315659046173096,1.0317788124084473
2025-01-06 05:00:00+00:00,1.0317788124084473,1.0320981740951538,1.0312467813491821,1.0312467813491821
2025-01-06 06:00:00+00:00,1.0312467813491821,1.0317788124084473,1.0310341119766235,1.0314594507217407
2025-01-06 07:00:00+00:00,1.0315659046173096,1.0330578088760376,1.0312467813491821,1.0330578088760376
2025-01-06 08:00:00+00:00,1.0329511165618896,1.0354111194610596,1.0329511165618896,1.0353038311004639
